2605 24944
49 1375 -5.947164288211401
49 1376 -7.045776576879511
49 1380 -5.659482215759621
49 1382 -4.848551999543291
49 1387 -7.045776576879511
49 64 -7.045776576879511
49 1392 -7.045776576879511
49 1396 -6.352629396319566
49 1401 -5.947164288211401
49 234 -5.099866427824198
49 1398 -6.352629396319566
49 1417 -7.045776576879511
49 1418 -6.352629396319566
49 1419 -7.045776576879511
49 542 -5.659482215759621
49 1426 -5.659482215759621
49 1438 -7.045776576879511
49 1440 -7.045776576879511
49 1443 -7.045776576879511
49 1444 -7.045776576879511
49 1451 -7.045776576879511
49 1457 -4.273187854639730
49 1471 -5.947164288211401
49 1473 -7.045776576879511
49 1475 -6.352629396319566
49 973 -5.947164288211401
49 545 -6.352629396319566
49 1482 -7.045776576879511
49 484 -7.045776576879511
49 972 -6.352629396319566
49 1496 -7.045776576879511
49 843 -5.099866427824198
49 1509 -6.352629396319566
49 1302 -7.045776576879511
49 1504 -7.045776576879511
49 1506 -7.045776576879511
49 683 -5.659482215759621
49 500 -7.045776576879511
49 1554 -7.045776576879511
49 1560 -7.045776576879511
49 1572 -7.045776576879511
49 1034 -7.045776576879511
49 1585 -7.045776576879511
49 1235 -7.045776576879511
49 528 -7.045776576879511
49 1601 -7.045776576879511
49 1190 -5.659482215759621
49 1614 -7.045776576879511
49 577 -7.045776576879511
49 1624 -7.045776576879511
49 1626 -7.045776576879511
49 1640 -7.045776576879511
49 1644 -7.045776576879511
49 1656 -5.947164288211401
49 1673 -7.045776576879511
49 1502 -5.436338664445411
49 1680 -7.045776576879511
49 1681 -7.045776576879511
49 225 -7.045776576879511
49 1707 -6.352629396319566
49 537 -6.352629396319566
49 1720 -4.848551999543291
49 520 -7.045776576879511
49 1721 -7.045776576879511
49 1722 -7.045776576879511
49 1728 -7.045776576879511
49 1736 -7.045776576879511
49 1127 -7.045776576879511
49 1740 -4.647881304081141
49 1741 -7.045776576879511
49 1743 -6.352629396319566
49 1752 -7.045776576879511
49 164 -7.045776576879511
49 257 -7.045776576879511
49 1131 -7.045776576879511
49 1775 -7.045776576879511
49 1778 -5.436338664445411
49 1757 -7.045776576879511
49 99 -5.947164288211401
49 326 -5.659482215759621
49 1810 -7.045776576879511
49 1812 -7.045776576879511
49 868 -6.352629396319566
49 1826 -6.352629396319566
49 688 -7.045776576879511
49 1147 -7.045776576879511
49 1493 -6.352629396319566
49 1836 -7.045776576879511
49 1754 -7.045776576879511
49 1844 -7.045776576879511
49 121 -7.045776576879511
49 825 -7.045776576879511
49 1863 -7.045776576879511
49 1687 -7.045776576879511
49 1873 -6.352629396319566
49 736 -7.045776576879511
49 1233 -5.254017107651457
49 1887 -7.045776576879511
49 112 -6.352629396319566
49 125 -7.045776576879511
49 1177 -6.352629396319566
49 1918 -7.045776576879511
49 1919 -7.045776576879511
49 1906 -7.045776576879511
49 1931 -7.045776576879511
49 1577 -6.352629396319566
49 1222 -6.352629396319566
49 1963 -7.045776576879511
49 779 -7.045776576879511
49 770 -7.045776576879511
49 1978 -7.045776576879511
49 1896 -7.045776576879511
49 1981 -7.045776576879511
49 1984 -7.045776576879511
49 1996 -7.045776576879511
49 2000 -7.045776576879511
49 2028 -7.045776576879511
49 2029 -7.045776576879511
49 1040 -7.045776576879511
49 2039 -7.045776576879511
49 1020 -7.045776576879511
49 2023 -7.045776576879511
49 2062 -5.947164288211401
49 399 -7.045776576879511
49 2075 -7.045776576879511
49 2077 -7.045776576879511
49 2080 -7.045776576879511
49 1155 -7.045776576879511
49 1081 -7.045776576879511
49 2102 -7.045776576879511
49 2125 -7.045776576879511
49 1135 -7.045776576879511
49 2140 -7.045776576879511
49 701 -7.045776576879511
49 85 -6.352629396319566
49 2150 -7.045776576879511
49 2155 -7.045776576879511
49 2156 -7.045776576879511
49 2055 -7.045776576879511
49 1367 -7.045776576879511
49 282 -7.045776576879511
49 2162 -7.045776576879511
49 2166 -7.045776576879511
49 2176 -7.045776576879511
49 1552 -5.947164288211401
49 2187 -7.045776576879511
49 2183 -7.045776576879511
49 2192 -7.045776576879511
49 2207 -5.659482215759621
49 2130 -5.099866427824198
49 2217 -7.045776576879511
49 2229 -7.045776576879511
49 2235 -7.045776576879511
49 2237 -6.352629396319566
49 178 -7.045776576879511
49 2241 -7.045776576879511
49 1583 -7.045776576879511
49 2256 -7.045776576879511
49 2259 -7.045776576879511
49 2260 -7.045776576879511
49 2262 -7.045776576879511
49 295 -5.099866427824198
49 2267 -7.045776576879511
49 2274 -7.045776576879511
49 2275 -6.352629396319566
49 1930 -7.045776576879511
49 855 -4.212563232823295
49 8 -7.045776576879511
49 2300 -6.352629396319566
49 1719 -6.352629396319566
49 2301 -7.045776576879511
49 1651 -5.659482215759621
49 2010 -7.045776576879511
49 2185 -7.045776576879511
49 2320 -7.045776576879511
49 2322 -7.045776576879511
49 2335 -7.045776576879511
49 2340 -7.045776576879511
49 2345 -7.045776576879511
49 2351 -7.045776576879511
49 2365 -7.045776576879511
49 1630 -7.045776576879511
49 2373 -7.045776576879511
49 2377 -7.045776576879511
49 2378 -6.352629396319566
49 1154 -7.045776576879511
49 2390 -7.045776576879511
49 1512 -7.045776576879511
49 2397 -7.045776576879511
49 2403 -7.045776576879511
49 925 -7.045776576879511
49 2417 -7.045776576879511
49 1938 -7.045776576879511
49 1153 -7.045776576879511
49 2426 -7.045776576879511
49 2436 -7.045776576879511
49 1039 -7.045776576879511
49 1213 -7.045776576879511
49 2459 -7.045776576879511
49 2465 -7.045776576879511
49 2466 -7.045776576879511
49 2474 -4.848551999543291
49 2480 -7.045776576879511
49 318 -7.045776576879511
49 2488 -7.045776576879511
49 2024 -7.045776576879511
49 2493 -7.045776576879511
49 2495 -7.045776576879511
49 2506 -7.045776576879511
49 610 -7.045776576879511
49 1250 -7.045776576879511
49 2512 -6.352629396319566
49 1995 -7.045776576879511
49 407 -6.352629396319566
49 2525 -7.045776576879511
49 2533 -7.045776576879511
49 1541 -7.045776576879511
49 2537 -7.045776576879511
49 2538 -7.045776576879511
49 63 -7.045776576879511
49 1342 -7.045776576879511
49 13 -7.045776576879511
49 613 -7.045776576879511
49 546 -7.045776576879511
49 2583 -6.352629396319566
49 840 -7.045776576879511
49 2056 -7.045776576879511
49 887 -7.045776576879511
50 51 0.000000000000000
51 52 -4.924835304292923
51 86 -4.637153231841142
51 26 -3.133075835064869
51 170 -3.944006051281197
51 171 -6.023447592961033
51 174 -5.330300412401088
51 29 -4.924835304292923
51 10 -3.944006051281197
51 136 -5.330300412401088
51 269 -6.023447592961033
51 363 -6.023447592961033
51 370 -4.924835304292923
51 56 -4.637153231841142
51 297 -3.384390263345775
51 49 -3.538540943173033
51 435 -6.023447592961033
51 23 -4.414009680526933
51 465 -6.023447592961033
51 496 -6.023447592961033
51 147 -6.023447592961033
51 54 -4.414009680526933
51 335 -6.023447592961033
51 571 -4.924835304292923
51 117 -5.330300412401088
51 195 -3.944006051281197
51 592 -6.023447592961033
51 179 -6.023447592961033
51 338 -6.023447592961033
51 382 -4.924835304292923
51 374 -2.622250211298878
51 219 -4.637153231841142
51 671 -6.023447592961033
51 286 -4.924835304292923
51 704 -6.023447592961033
51 677 -3.944006051281197
51 220 -4.637153231841142
51 711 -6.023447592961033
51 22 -3.625552320162662
51 390 -4.231688123732978
51 106 -6.023447592961033
51 110 -5.330300412401088
51 773 -6.023447592961033
51 793 -6.023447592961033
51 794 -4.924835304292923
51 879 -6.023447592961033
51 409 -3.720862499966987
51 198 -3.826223015624814
51 898 -5.330300412401088
51 115 -6.023447592961033
51 159 -4.414009680526933
51 489 -4.924835304292923
51 628 -6.023447592961033
51 980 -6.023447592961033
51 606 -5.330300412401088
51 18 -5.330300412401088
51 53 -4.637153231841142
51 1075 -6.023447592961033
51 903 -6.023447592961033
51 12 -4.924835304292923
51 1148 -6.023447592961033
51 537 -5.330300412401088
51 909 -6.023447592961033
51 104 -4.924835304292923
51 1231 -6.023447592961033
51 1054 -6.023447592961033
51 267 -5.330300412401088
51 1264 -6.023447592961033
51 1267 -6.023447592961033
51 215 -4.637153231841142
51 1273 -6.023447592961033
51 640 -6.023447592961033
51 229 -5.330300412401088
51 1340 -6.023447592961033
51 92 -4.231688123732978
51 1307 -6.023447592961033
51 603 -6.023447592961033
51 1356 -6.023447592961033
51 799 -6.023447592961033
51 1365 -6.023447592961033
51 750 -5.330300412401088
51 274 -6.023447592961033
51 1367 -6.023447592961033
51 836 -5.330300412401088
51 113 -4.414009680526933
51 1413 -6.023447592961033
51 757 -4.637153231841142
51 252 -6.023447592961033
51 404 -5.330300412401088
51 957 -6.023447592961033
51 913 -4.924835304292923
51 1453 -4.637153231841142
51 1462 -6.023447592961033
51 413 -6.023447592961033
51 767 -6.023447592961033
51 161 -6.023447592961033
51 1193 -4.924835304292923
51 1587 -6.023447592961033
51 74 -6.023447592961033
51 336 -6.023447592961033
51 859 -5.330300412401088
51 528 -6.023447592961033
51 380 -5.330300412401088
51 280 -5.330300412401088
51 339 -6.023447592961033
51 1697 -6.023447592961033
51 1343 -6.023447592961033
51 1573 -5.330300412401088
51 1274 -5.330300412401088
51 270 -6.023447592961033
51 447 -6.023447592961033
51 784 -6.023447592961033
51 1174 -6.023447592961033
51 1784 -6.023447592961033
51 182 -6.023447592961033
51 332 -4.924835304292923
51 958 -6.023447592961033
51 872 -6.023447592961033
51 1224 -6.023447592961033
51 205 -6.023447592961033
51 1861 -6.023447592961033
51 70 -6.023447592961033
51 79 -6.023447592961033
51 303 -6.023447592961033
51 1890 -6.023447592961033
51 918 -5.330300412401088
51 193 -6.023447592961033
51 745 -6.023447592961033
51 1950 -6.023447592961033
51 1165 -5.330300412401088
51 1973 -6.023447592961033
51 1988 -6.023447592961033
51 856 -5.330300412401088
51 1278 -6.023447592961033
51 1372 -5.330300412401088
51 1668 -6.023447592961033
51 34 -4.924835304292923
51 143 -6.023447592961033
51 2124 -6.023447592961033
51 2128 -6.023447592961033
51 77 -6.023447592961033
51 708 -6.023447592961033
51 1399 -6.023447592961033
51 2174 -6.023447592961033
51 2177 -6.023447592961033
51 1544 -6.023447592961033
51 203 -6.023447592961033
51 952 -6.023447592961033
51 1197 -6.023447592961033
51 812 -6.023447592961033
51 1625 -6.023447592961033
51 2220 -6.023447592961033
51 547 -6.023447592961033
51 1768 -6.023447592961033
51 1701 -6.023447592961033
51 217 -6.023447592961033
51 1567 -6.023447592961033
51 2251 -6.023447592961033
51 185 -6.023447592961033
51 558 -6.023447592961033
51 2273 -6.023447592961033
51 2281 -6.023447592961033
51 2309 -6.023447592961033
51 169 -6.023447592961033
51 1666 -5.330300412401088
51 1719 -6.023447592961033
51 1119 -6.023447592961033
51 406 -5.330300412401088
51 2348 -6.023447592961033
51 1672 -6.023447592961033
51 2401 -6.023447592961033
51 2405 -6.023447592961033
51 824 -6.023447592961033
51 2305 -6.023447592961033
51 1055 -6.023447592961033
51 803 -6.023447592961033
51 1458 -6.023447592961033
51 450 -6.023447592961033
51 2461 -6.023447592961033
51 2462 -6.023447592961033
51 439 -6.023447592961033
51 1960 -6.023447592961033
51 1568 -6.023447592961033
51 667 -6.023447592961033
51 2569 -6.023447592961033
51 2127 -6.023447592961033
51 2599 -6.023447592961033
52 53 -2.772588722239781
52 152 -2.772588722239781
52 977 -2.772588722239781
52 114 -1.673976433571671
52 504 -2.772588722239781
52 1548 -2.772588722239781
52 144 -2.772588722239781
52 370 -2.772588722239781
52 607 -2.772588722239781
52 387 -2.772588722239781
52 637 -2.772588722239781
52 493 -2.772588722239781
52 469 -2.772588722239781
52 158 -2.772588722239781
53 54 0.000000000000000
54 55 -6.624065227799893
54 59 -6.624065227799893
54 82 -5.525452939131783
54 145 -4.426840650463674
54 172 -3.291860717624690
54 175 -6.624065227799893
54 187 -5.930918047239948
54 158 -5.237770866680003
54 241 -5.930918047239948
54 248 -6.624065227799893
54 263 -3.851476505560112
54 179 -3.222867846137738
54 49 -2.480930501408361
54 292 -6.624065227799893
54 303 -5.525452939131783
54 315 -4.678155078744580
54 152 -2.910493161095586
54 247 -4.059115870338356
54 341 -5.237770866680003
54 72 -3.190078023314747
54 373 -5.525452939131783
54 367 -6.624065227799893
54 393 -5.930918047239948
54 394 -5.525452939131783
54 40 -3.733693469903729
54 452 -6.624065227799893
54 483 -5.014627315365793
54 523 -6.624065227799893
54 525 -5.525452939131783
54 23 -3.328228361795564
54 189 -4.059115870338356
54 61 -6.624065227799893
54 578 -5.930918047239948
54 580 -6.624065227799893
54 588 -5.930918047239948
54 593 -6.624065227799893
54 594 -6.624065227799893
54 20 -4.139158578011893
54 602 -4.226169955001523
54 641 -5.237770866680003
54 647 -4.678155078744580
54 167 -5.237770866680003
54 661 -5.930918047239948
54 665 -6.624065227799893
54 676 -6.624065227799893
54 552 -5.525452939131783
54 300 -5.930918047239948
54 689 -5.930918047239948
54 56 -4.544623686120058
54 713 -4.678155078744580
54 607 -5.014627315365793
54 759 -4.544623686120058
54 688 -4.678155078744580
54 324 -4.426840650463674
54 420 -5.014627315365793
54 785 -5.237770866680003
54 789 -6.624065227799893
54 612 -6.624065227799893
54 804 -6.624065227799893
54 705 -6.624065227799893
54 818 -5.014627315365793
54 820 -4.678155078744580
54 239 -5.525452939131783
54 826 -6.624065227799893
54 537 -4.544623686120058
54 269 -5.930918047239948
54 877 -6.624065227799893
54 887 -5.930918047239948
54 12 -4.321480134805848
54 816 -4.832305758571838
54 223 -6.624065227799893
54 926 -6.624065227799893
54 928 -6.624065227799893
54 934 -6.624065227799893
54 942 -6.624065227799893
54 26 -5.014627315365793
54 974 -5.930918047239948
54 322 -5.237770866680003
54 943 -5.930918047239948
54 987 -6.624065227799893
54 79 -5.237770866680003
54 1059 -6.624065227799893
54 1065 -6.624065227799893
54 1068 -5.525452939131783
54 254 -6.624065227799893
54 325 -6.624065227799893
54 521 -6.624065227799893
54 455 -6.624065227799893
54 8 -5.525452939131783
54 1168 -6.624065227799893
54 1172 -6.624065227799893
54 1189 -6.624065227799893
54 1194 -6.624065227799893
54 1221 -5.930918047239948
54 1239 -6.624065227799893
54 1078 -5.930918047239948
54 510 -5.930918047239948
54 317 -5.525452939131783
54 1281 -5.014627315365793
54 404 -6.624065227799893
54 1303 -5.237770866680003
54 138 -4.226169955001523
54 1090 -5.237770866680003
54 1333 -6.624065227799893
54 156 -6.624065227799893
54 113 -6.624065227799893
54 1397 -4.544623686120058
54 1225 -5.930918047239948
54 1434 -6.624065227799893
54 727 -5.237770866680003
54 1450 -6.624065227799893
54 1454 -6.624065227799893
54 256 -6.624065227799893
54 1474 -6.624065227799893
54 1476 -5.525452939131783
54 1460 -6.624065227799893
54 1565 -6.624065227799893
54 323 -5.930918047239948
54 219 -6.624065227799893
54 117 -6.624065227799893
54 1631 -6.624065227799893
54 1164 -5.930918047239948
54 1472 -5.930918047239948
54 1563 -5.930918047239948
54 1669 -6.624065227799893
54 1691 -6.624065227799893
54 1694 -6.624065227799893
54 283 -5.525452939131783
54 1695 -6.624065227799893
54 1235 -6.624065227799893
54 166 -5.930918047239948
54 1731 -6.624065227799893
54 227 -6.624065227799893
54 96 -6.624065227799893
54 1756 -6.624065227799893
54 963 -6.624065227799893
54 767 -6.624065227799893
54 1770 -6.624065227799893
54 1771 -6.624065227799893
54 1772 -6.624065227799893
54 116 -6.624065227799893
54 400 -6.624065227799893
54 1799 -5.014627315365793
54 1800 -6.624065227799893
54 1815 -6.624065227799893
54 1839 -6.624065227799893
54 845 -6.624065227799893
54 165 -6.624065227799893
54 1847 -6.624065227799893
54 953 -6.624065227799893
54 1862 -6.624065227799893
54 10 -5.525452939131783
54 1880 -6.624065227799893
54 1881 -6.624065227799893
54 1003 -6.624065227799893
54 1882 -6.624065227799893
54 1884 -5.525452939131783
54 34 -5.525452939131783
54 532 -5.525452939131783
54 1153 -5.930918047239948
54 1174 -5.525452939131783
54 1611 -5.930918047239948
54 1671 -6.624065227799893
54 1938 -5.930918047239948
54 1914 -6.624065227799893
54 1943 -6.624065227799893
54 1949 -6.624065227799893
54 304 -5.525452939131783
54 662 -5.930918047239948
54 486 -6.624065227799893
54 1541 -6.624065227799893
54 185 -6.624065227799893
54 2015 -6.624065227799893
54 728 -5.930918047239948
54 2026 -6.624065227799893
54 2038 -6.624065227799893
54 1548 -5.930918047239948
54 2064 -6.624065227799893
54 162 -5.237770866680003
54 2097 -6.624065227799893
54 2089 -6.624065227799893
54 1234 -5.930918047239948
54 24 -5.930918047239948
54 2092 -6.624065227799893
54 2146 -6.624065227799893
54 29 -5.525452939131783
54 1531 -6.624065227799893
54 2158 -6.624065227799893
54 480 -6.624065227799893
54 2195 -5.930918047239948
54 1487 -6.624065227799893
54 2216 -6.624065227799893
54 982 -6.624065227799893
54 406 -6.624065227799893
54 22 -6.624065227799893
54 333 -6.624065227799893
54 2239 -5.930918047239948
54 855 -6.624065227799893
54 2255 -6.624065227799893
54 2263 -6.624065227799893
54 2276 -6.624065227799893
54 2280 -6.624065227799893
54 2290 -6.624065227799893
54 84 -6.624065227799893
54 2305 -6.624065227799893
54 2157 -6.624065227799893
54 30 -6.624065227799893
54 2350 -6.624065227799893
54 246 -6.624065227799893
54 2364 -6.624065227799893
54 2389 -6.624065227799893
54 2394 -6.624065227799893
54 377 -6.624065227799893
54 730 -6.624065227799893
54 2411 -6.624065227799893
54 998 -6.624065227799893
54 336 -6.624065227799893
54 660 -6.624065227799893
54 1267 -6.624065227799893
54 2442 -6.624065227799893
54 1316 -6.624065227799893
54 2456 -6.624065227799893
54 1395 -6.624065227799893
54 2482 -6.624065227799893
54 1255 -6.624065227799893
54 2486 -6.624065227799893
54 2496 -6.624065227799893
54 2501 -6.624065227799893
54 207 -6.624065227799893
54 2539 -6.624065227799893
54 461 -6.624065227799893
54 405 -6.624065227799893
54 828 -6.624065227799893
54 567 -6.624065227799893
55 56 0.000000000000000
