6422 130254
31 1045 -6.681105588338640
31 1046 -7.191931212104630
31 1053 -7.597396320212795
31 1056 -7.597396320212795
31 1063 -6.904249139652849
31 1064 -8.290543500772740
31 1065 -8.290543500772740
31 1069 -8.290543500772740
31 1073 -7.597396320212795
31 1077 -8.290543500772740
31 1081 -8.290543500772740
31 1084 -6.093318923436521
31 1086 -7.597396320212795
31 1099 -8.290543500772740
31 1101 -6.344633351717427
31 1106 -5.892648227974369
31 1110 -7.191931212104630
31 1117 -7.191931212104630
31 1119 -7.597396320212795
31 1120 -6.904249139652849
31 1122 -8.290543500772740
31 1131 -5.112489670424794
31 1136 -8.290543500772740
31 1139 -8.290543500772740
31 1141 -7.597396320212795
31 1142 -6.904249139652849
31 1144 -6.904249139652849
31 1151 -8.290543500772740
31 1156 -8.290543500772740
31 1158 -7.597396320212795
31 1160 -6.498784031544685
31 1163 -8.290543500772740
31 1164 -6.904249139652849
31 1170 -8.290543500772740
31 1178 -8.290543500772740
31 1179 -7.597396320212795
31 1183 -8.290543500772740
31 1185 -8.290543500772740
31 1187 -5.987958407778694
31 1188 -5.517954778532959
31 1195 -6.681105588338640
31 1196 -6.904249139652849
31 1203 -8.290543500772740
31 1208 -7.191931212104630
31 1209 -8.290543500772740
31 1212 -7.597396320212795
31 1213 -5.400171742876576
31 1217 -7.597396320212795
31 1218 -6.211101959092904
31 1220 -7.597396320212795
31 1221 -8.290543500772740
31 1250 -7.191931212104630
31 1253 -8.290543500772740
31 1255 -8.290543500772740
31 1256 -7.597396320212795
31 1259 -7.191931212104630
31 1264 -8.290543500772740
31 1272 -7.597396320212795
31 1273 -6.211101959092904
31 1276 -6.498784031544685
31 1278 -8.290543500772740
31 1282 -7.191931212104630
31 1288 -7.597396320212795
31 1291 -6.498784031544685
31 1293 -8.290543500772740
31 1294 -8.290543500772740
31 1302 -6.904249139652849
31 1304 -7.597396320212795
31 1305 -8.290543500772740
31 1307 -7.191931212104630
31 1314 -8.290543500772740
31 1316 -8.290543500772740
31 1324 -7.191931212104630
31 1326 -8.290543500772740
31 1332 -7.597396320212795
31 1338 -8.290543500772740
31 1340 -8.290543500772740
31 1341 -6.681105588338640
31 1345 -8.290543500772740
31 1354 -5.805636850984739
31 1363 -7.597396320212795
31 1365 -8.290543500772740
31 1367 -8.290543500772740
31 1375 -7.597396320212795
31 1376 -7.597396320212795
31 1379 -8.290543500772740
31 1387 -6.904249139652849
31 1388 -6.498784031544685
31 1389 -5.400171742876576
31 1392 -7.597396320212795
31 1394 -7.597396320212795
31 1396 -8.290543500772740
31 1402 -6.681105588338640
31 1408 -7.597396320212795
31 1409 -7.597396320212795
31 1411 -8.290543500772740
31 1414 -7.597396320212795
31 1421 -7.597396320212795
31 1424 -8.290543500772740
31 1429 -8.290543500772740
31 1436 -8.290543500772740
31 1438 -8.290543500772740
31 1441 -7.191931212104630
31 1442 -8.290543500772740
31 1451 -8.290543500772740
31 1452 -8.290543500772740
31 1459 -8.290543500772740
31 1460 -7.597396320212795
31 1461 -8.290543500772740
31 1462 -8.290543500772740
31 1466 -8.290543500772740
31 1474 -8.290543500772740
31 1475 -8.290543500772740
31 1487 -6.904249139652849
31 1501 -7.597396320212795
31 1506 -8.290543500772740
31 1507 -7.191931212104630
31 1510 -7.597396320212795
31 1511 -8.290543500772740
31 1513 -7.597396320212795
31 1514 -7.597396320212795
31 1516 -8.290543500772740
31 1520 -4.794035939306259
31 1524 -8.290543500772740
31 1525 -7.597396320212795
31 1526 -5.892648227974369
31 1528 -6.344633351717427
31 1529 -8.290543500772740
31 1532 -8.290543500772740
31 1533 -8.290543500772740
31 1535 -8.290543500772740
31 1537 -7.191931212104630
31 1542 -8.290543500772740
31 1545 -8.290543500772740
31 1550 -8.290543500772740
31 1558 -7.191931212104630
31 1561 -8.290543500772740
31 1568 -8.290543500772740
31 1569 -7.597396320212795
31 1570 -6.681105588338640
31 1579 -7.597396320212795
31 1582 -7.597396320212795
31 1584 -8.290543500772740
31 1585 -8.290543500772740
31 1588 -8.290543500772740
31 1591 -8.290543500772740
31 1593 -6.904249139652849
31 1594 -8.290543500772740
31 1595 -6.904249139652849
31 1597 -6.344633351717427
31 1600 -7.597396320212795
31 1604 -8.290543500772740
31 1613 -6.904249139652849
31 1633 -6.904249139652849
31 1643 -7.597396320212795
31 1645 -6.498784031544685
31 1646 -8.290543500772740
31 1648 -8.290543500772740
31 1649 -8.290543500772740
31 1650 -7.597396320212795
31 1652 -6.498784031544685
31 1653 -7.597396320212795
31 1657 -7.597396320212795
31 1671 -7.191931212104630
31 1677 -7.597396320212795
31 1678 -7.191931212104630
31 1680 -8.290543500772740
31 1681 -6.211101959092904
31 1683 -7.191931212104630
31 1686 -7.597396320212795
31 1689 -8.290543500772740
31 1693 -5.246021063049317
31 1694 -8.290543500772740
31 1697 -8.290543500772740
31 1699 -8.290543500772740
31 1709 -7.597396320212795
31 1713 -8.290543500772740
31 1725 -8.290543500772740
31 1729 -7.597396320212795
31 1730 -8.290543500772740
31 1735 -8.290543500772740
31 1746 -7.191931212104630
31 1756 -8.290543500772740
31 1757 -7.597396320212795
31 1759 -6.904249139652849
31 1770 -7.191931212104630
31 1775 -8.290543500772740
31 1778 -6.344633351717427
31 1784 -8.290543500772740
31 1804 -8.290543500772740
31 1807 -8.290543500772740
31 1810 -6.904249139652849
31 1811 -8.290543500772740
31 1813 -6.211101959092904
31 1815 -7.191931212104630
31 1817 -5.651486171157481
31 1826 -8.290543500772740
31 1834 -8.290543500772740
31 1839 -6.681105588338640
31 1844 -8.290543500772740
31 1857 -7.597396320212795
31 1860 -6.681105588338640
31 1862 -8.290543500772740
31 1863 -8.290543500772740
31 1865 -6.681105588338640
31 1870 -8.290543500772740
31 1877 -8.290543500772740
31 1878 -7.597396320212795
31 1887 -8.290543500772740
31 1900 -8.290543500772740
31 1903 -8.290543500772740
31 1904 -8.290543500772740
31 1907 -6.904249139652849
31 1912 -8.290543500772740
31 1913 -6.093318923436521
31 1915 -8.290543500772740
31 1917 -8.290543500772740
31 1928 -8.290543500772740
31 1932 -8.290543500772740
31 1940 -8.290543500772740
31 1948 -7.597396320212795
31 1950 -7.597396320212795
31 1957 -5.725594143311203
31 1960 -5.892648227974369
31 1961 -8.290543500772740
31 1964 -7.191931212104630
31 1971 -8.290543500772740
31 1972 -7.597396320212795
31 1978 -7.191931212104630
31 1980 -8.290543500772740
31 1982 -7.597396320212795
31 1983 -8.290543500772740
31 1990 -8.290543500772740
31 1991 -6.211101959092904
31 1992 -7.597396320212795
31 1993 -8.290543500772740
31 2005 -7.597396320212795
31 2007 -8.290543500772740
31 2008 -7.597396320212795
31 2019 -8.290543500772740
31 2022 -6.681105588338640
31 2026 -7.597396320212795
31 2038 -8.290543500772740
31 2040 -7.597396320212795
31 2041 -8.290543500772740
31 2046 -8.290543500772740
31 2053 -8.290543500772740
31 2056 -8.290543500772740
31 2060 -8.290543500772740
31 2062 -7.597396320212795
31 2078 -6.904249139652849
31 2084 -7.191931212104630
31 2089 -8.290543500772740
31 2092 -8.290543500772740
31 2095 -8.290543500772740
31 2097 -7.597396320212795
31 2103 -8.290543500772740
31 2106 -8.290543500772740
31 2111 -8.290543500772740
31 2112 -5.246021063049317
31 2119 -8.290543500772740
31 2122 -8.290543500772740
31 2124 -8.290543500772740
31 2131 -6.904249139652849
31 2133 -8.290543500772740
31 2138 -8.290543500772740
31 2142 -7.191931212104630
31 2159 -8.290543500772740
31 2162 -8.290543500772740
31 2167 -7.597396320212795
31 2170 -8.290543500772740
31 2171 -8.290543500772740
31 2180 -8.290543500772740
31 2188 -8.290543500772740
31 2193 -8.290543500772740
31 2194 -8.290543500772740
31 2203 -7.597396320212795
31 2206 -8.290543500772740
31 2208 -7.597396320212795
31 2209 -8.290543500772740
31 2216 -7.597396320212795
31 2225 -5.892648227974369
31 2228 -7.597396320212795
31 2239 -8.290543500772740
31 2243 -8.290543500772740
31 2244 -8.290543500772740
31 2246 -8.290543500772740
31 2248 -8.290543500772740
31 2257 -8.290543500772740
31 2258 -6.681105588338640
31 2263 -7.597396320212795
31 2277 -7.597396320212795
31 2279 -7.191931212104630
31 2287 -6.904249139652849
31 2301 -8.290543500772740
31 2303 -6.904249139652849
31 2305 -7.597396320212795
31 2308 -7.597396320212795
31 2310 -8.290543500772740
31 2315 -8.290543500772740
31 2317 -8.290543500772740
31 2319 -8.290543500772740
31 2324 -8.290543500772740
31 2336 -7.191931212104630
31 2339 -7.597396320212795
31 2344 -7.597396320212795
31 2349 -8.290543500772740
31 2351 -6.681105588338640
31 2352 -8.290543500772740
31 2354 -6.904249139652849
31 2362 -8.290543500772740
31 2372 -8.290543500772740
31 2379 -7.191931212104630
31 2381 -7.191931212104630
31 2385 -8.290543500772740
31 2386 -8.290543500772740
31 2389 -6.211101959092904
31 2395 -8.290543500772740
31 2396 -8.290543500772740
31 2397 -8.290543500772740
31 2401 -8.290543500772740
31 2404 -8.290543500772740
31 2413 -8.290543500772740
31 2432 -6.211101959092904
31 2434 -6.904249139652849
31 2436 -8.290543500772740
31 2447 -8.290543500772740
31 2455 -7.597396320212795
31 2466 -7.597396320212795
31 2467 -8.290543500772740
31 2473 -7.597396320212795
31 2477 -8.290543500772740
31 2480 -8.290543500772740
31 2488 -8.290543500772740
31 2490 -6.904249139652849
31 2494 -7.597396320212795
31 2510 -7.597396320212795
31 2513 -7.191931212104630
31 2517 -8.290543500772740
31 2518 -7.191931212104630
31 2521 -5.987958407778694
31 2523 -8.290543500772740
31 2524 -6.681105588338640
31 2526 -8.290543500772740
31 2529 -7.191931212104630
31 2538 -7.597396320212795
31 2539 -8.290543500772740
31 2540 -6.904249139652849
31 2541 -7.597396320212795
31 2546 -7.597396320212795
31 2551 -8.290543500772740
31 2552 -6.498784031544685
31 2554 -6.681105588338640
31 2557 -8.290543500772740
31 2560 -6.211101959092904
31 2561 -8.290543500772740
31 2567 -8.290543500772740
31 2573 -8.290543500772740
31 2577 -8.290543500772740
31 2582 -8.290543500772740
31 2583 -7.597396320212795
31 2589 -8.290543500772740
31 2593 -8.290543500772740
31 2599 -8.290543500772740
31 2608 -6.211101959092904
31 2613 -7.597396320212795
31 2614 -8.290543500772740
31 2615 -7.597396320212795
31 2621 -8.290543500772740
31 2625 -8.290543500772740
31 2627 -6.211101959092904
31 2630 -8.290543500772740
31 2633 -7.597396320212795
31 2634 -8.290543500772740
31 2643 -8.290543500772740
31 2654 -8.290543500772740
31 2659 -8.290543500772740
31 2679 -8.290543500772740
31 2682 -8.290543500772740
31 2683 -7.597396320212795
31 2690 -5.987958407778694
31 2691 -6.344633351717427
31 2692 -7.191931212104630
31 2697 -7.597396320212795
31 2699 -8.290543500772740
31 2704 -8.290543500772740
31 2712 -8.290543500772740
31 2715 -8.290543500772740
31 2719 -8.290543500772740
31 2722 -8.290543500772740
31 2724 -8.290543500772740
31 2731 -8.290543500772740
31 2732 -5.805636850984739
31 2734 -8.290543500772740
31 2738 -8.290543500772740
31 2739 -7.597396320212795
31 2740 -6.344633351717427
31 2744 -6.211101959092904
31 2745 -8.290543500772740
31 2747 -6.904249139652849
31 2760 -8.290543500772740
31 2762 -8.290543500772740
31 2766 -8.290543500772740
31 2776 -7.597396320212795
31 2786 -7.597396320212795
31 2791 -8.290543500772740
31 2815 -8.290543500772740
31 2824 -8.290543500772740
31 2826 -8.290543500772740
31 2830 -8.290543500772740
31 2837 -8.290543500772740
31 2841 -8.290543500772740
31 2844 -8.290543500772740
31 2847 -8.290543500772740
31 2849 -6.093318923436521
31 2850 -8.290543500772740
31 2851 -8.290543500772740
31 2852 -8.290543500772740
31 2856 -8.290543500772740
31 2857 -8.290543500772740
31 2866 -8.290543500772740
31 2874 -7.191931212104630
31 2875 -7.597396320212795
31 2878 -7.597396320212795
31 2887 -8.290543500772740
31 2895 -8.290543500772740
31 2901 -7.597396320212795
31 2902 -8.290543500772740
31 2909 -6.498784031544685
31 2913 -8.290543500772740
31 2920 -8.290543500772740
31 2921 -7.597396320212795
31 2926 -7.597396320212795
31 2936 -6.498784031544685
31 2938 -8.290543500772740
31 2955 -8.290543500772740
31 2958 -8.290543500772740
31 2960 -6.904249139652849
31 2962 -7.597396320212795
31 2964 -8.290543500772740
31 2975 -8.290543500772740
31 2976 -6.093318923436521
31 2982 -6.681105588338640
31 2990 -8.290543500772740
31 2991 -6.211101959092904
31 2996 -8.290543500772740
31 2999 -8.290543500772740
31 3001 -7.191931212104630
31 3004 -8.290543500772740
31 3014 -7.191931212104630
31 3015 -7.597396320212795
31 3016 -7.597396320212795
31 3020 -8.290543500772740
31 3024 -7.597396320212795
31 3027 -8.290543500772740
31 3030 -8.290543500772740
31 3034 -8.290543500772740
31 3038 -7.191931212104630
31 3039 -8.290543500772740
31 3050 -8.290543500772740
31 3084 -8.290543500772740
31 3085 -8.290543500772740
31 3093 -8.290543500772740
31 3099 -8.290543500772740
31 3103 -6.681105588338640
31 3117 -8.290543500772740
31 3118 -7.597396320212795
31 3125 -7.597396320212795
31 3126 -6.904249139652849
31 3142 -6.211101959092904
31 3153 -8.290543500772740
31 3156 -7.597396320212795
31 3157 -8.290543500772740
31 3160 -7.597396320212795
31 3168 -8.290543500772740
31 3171 -6.681105588338640
31 3179 -8.290543500772740
31 3185 -7.191931212104630
31 3190 -7.597396320212795
31 3192 -8.290543500772740
31 3214 -8.290543500772740
31 3218 -7.597396320212795
31 3222 -6.093318923436521
31 3235 -8.290543500772740
31 3236 -8.290543500772740
31 3248 -8.290543500772740
31 3253 -8.290543500772740
31 3260 -8.290543500772740
31 3271 -7.191931212104630
31 3274 -8.290543500772740
31 3276 -7.191931212104630
31 3279 -8.290543500772740
31 3283 -8.290543500772740
31 3291 -8.290543500772740
31 3292 -7.597396320212795
31 3297 -8.290543500772740
31 3301 -8.290543500772740
31 3304 -6.681105588338640
31 3330 -8.290543500772740
31 3335 -8.290543500772740
31 3343 -6.904249139652849
31 3344 -8.290543500772740
31 3350 -8.290543500772740
31 3351 -8.290543500772740
31 3354 -8.290543500772740
31 3363 -8.290543500772740
31 3364 -7.597396320212795
31 3365 -7.597396320212795
31 3368 -6.904249139652849
31 3371 -8.290543500772740
31 3378 -8.290543500772740
31 3391 -8.290543500772740
31 3397 -7.597396320212795
31 3399 -7.597396320212795
31 3420 -8.290543500772740
31 3429 -8.290543500772740
31 3439 -8.290543500772740
31 3447 -8.290543500772740
31 3450 -8.290543500772740
31 3452 -8.290543500772740
31 3463 -7.597396320212795
31 3465 -8.290543500772740
31 3466 -8.290543500772740
31 3470 -7.597396320212795
31 3472 -8.290543500772740
31 3473 -8.290543500772740
31 3483 -8.290543500772740
31 3487 -7.191931212104630
31 3490 -8.290543500772740
31 3499 -8.290543500772740
31 3501 -8.290543500772740
31 3503 -8.290543500772740
31 3505 -8.290543500772740
31 3506 -8.290543500772740
31 3508 -8.290543500772740
31 3509 -8.290543500772740
31 3515 -8.290543500772740
31 3519 -8.290543500772740
31 3526 -8.290543500772740
31 3529 -7.191931212104630
31 3531 -7.597396320212795
31 3534 -6.093318923436521
31 3540 -8.290543500772740
31 3557 -8.290543500772740
31 3559 -8.290543500772740
31 3577 -8.290543500772740
31 3593 -8.290543500772740
31 3610 -7.597396320212795
31 3622 -6.211101959092904
31 3633 -6.498784031544685
31 3639 -8.290543500772740
31 3641 -8.290543500772740
31 3660 -8.290543500772740
31 3681 -7.597396320212795
31 3685 -7.597396320212795
31 3688 -7.597396320212795
31 3692 -8.290543500772740
31 3694 -8.290543500772740
31 3697 -7.597396320212795
31 3698 -8.290543500772740
31 3701 -7.597396320212795
31 3718 -8.290543500772740
31 3721 -7.191931212104630
31 3727 -8.290543500772740
31 3734 -8.290543500772740
31 3748 -6.681105588338640
31 3750 -8.290543500772740
31 3751 -8.290543500772740
31 3752 -6.904249139652849
31 3759 -8.290543500772740
31 3769 -8.290543500772740
31 3780 -7.597396320212795
31 3781 -7.191931212104630
31 3790 -8.290543500772740
31 3792 -8.290543500772740
31 3794 -7.597396320212795
31 3798 -8.290543500772740
31 3810 -8.290543500772740
31 3812 -6.904249139652849
31 3815 -8.290543500772740
31 3819 -8.290543500772740
31 3820 -8.290543500772740
31 3833 -8.290543500772740
31 3836 -7.597396320212795
31 3837 -8.290543500772740
31 3838 -8.290543500772740
31 3851 -7.597396320212795
31 3870 -8.290543500772740
31 3872 -8.290543500772740
31 3880 -8.290543500772740
31 3883 -8.290543500772740
31 3885 -7.597396320212795
31 3892 -7.597396320212795
31 3913 -8.290543500772740
31 3914 -7.597396320212795
31 3922 -8.290543500772740
31 3923 -7.597396320212795
31 3933 -8.290543500772740
31 3939 -7.597396320212795
31 3960 -6.344633351717427
31 3963 -8.290543500772740
31 3967 -8.290543500772740
31 3969 -8.290543500772740
31 3970 -8.290543500772740
31 3977 -8.290543500772740
31 3978 -8.290543500772740
31 3990 -7.597396320212795
31 3992 -8.290543500772740
31 4001 -7.597396320212795
31 4015 -8.290543500772740
31 4027 -8.290543500772740
31 4032 -8.290543500772740
31 4039 -8.290543500772740
31 4054 -7.597396320212795
31 4071 -8.290543500772740
31 4097 -8.290543500772740
31 4101 -8.290543500772740
31 4120 -8.290543500772740
31 4123 -7.597396320212795
31 4128 -8.290543500772740
31 4131 -8.290543500772740
31 4138 -8.290543500772740
31 4139 -8.290543500772740
31 4140 -8.290543500772740
31 4150 -8.290543500772740
31 4155 -6.904249139652849
31 4156 -7.597396320212795
31 4162 -8.290543500772740
31 4163 -8.290543500772740
31 4193 -8.290543500772740
31 4196 -8.290543500772740
31 4207 -7.597396320212795
31 4217 -8.290543500772740
31 4219 -6.498784031544685
31 4222 -7.597396320212795
31 4227 -8.290543500772740
31 4248 -8.290543500772740
31 4258 -6.904249139652849
31 4289 -8.290543500772740
31 4309 -8.290543500772740
31 4310 -8.290543500772740
31 4314 -8.290543500772740
31 4320 -8.290543500772740
31 4326 -8.290543500772740
31 4344 -8.290543500772740
31 4351 -8.290543500772740
31 4362 -8.290543500772740
31 4364 -8.290543500772740
31 4375 -8.290543500772740
31 4382 -8.290543500772740
31 4385 -8.290543500772740
31 4392 -8.290543500772740
31 4396 -8.290543500772740
31 4398 -6.904249139652849
